filepath,label
Fake faces/fake_588.png,fake
Fake faces/fake_9215.png,fake
Real faces/real_907.png,real
Real faces/real_1576.png,real
Fake faces/fake_5175.png,fake
Fake faces/fake_5883.png,fake
Fake faces/fake_9360.png,fake
Real faces/real_1339.png,real
Fake faces/fake_8720.png,fake
Fake faces/fake_4857.png,fake
Real faces/real_8685.png,real
Real faces/real_5384.png,real
Fake faces/fake_1832.png,fake
Real faces/real_6132.png,real
Fake faces/fake_8160.png,fake
Real faces/real_1989.png,real
Fake faces/fake_5725.png,fake
Real faces/real_7061.png,real
Fake faces/fake_3776.png,fake
Fake faces/fake_4792.png,fake
Fake faces/fake_3092.png,fake
Real faces/real_6872.png,real
Fake faces/fake_4255.png,fake
Real faces/real_4985.png,real
Fake faces/fake_5816.png,fake
Real faces/real_121.png,real
Real faces/real_2609.png,real
Fake faces/fake_4867.png,fake
Fake faces/fake_511.png,fake
Fake faces/fake_4758.png,fake
Real faces/real_6218.png,real
Real faces/real_7172.png,real
Fake faces/fake_6457.png,fake
Real faces/real_953.png,real
Fake faces/fake_3366.png,fake
Fake faces/fake_3691.png,fake
Real faces/real_4193.png,real
Real faces/real_6698.png,real
Fake faces/fake_4494.png,fake
Real faces/real_8157.png,real
Real faces/real_4821.png,real
Fake faces/fake_9325.png,fake
Fake faces/fake_8765.png,fake
Real faces/real_2540.png,real
Real faces/real_5306.png,real
Real faces/real_1270.png,real
Real faces/real_5245.png,real
Fake faces/fake_3290.png,fake
Real faces/real_1691.png,real
Fake faces/fake_668.png,fake
Fake faces/fake_1050.png,fake
Fake faces/fake_3160.png,fake
Real faces/real_2727.png,real
Real faces/real_9601.png,real
Fake faces/fake_1616.png,fake
Fake faces/fake_5431.png,fake
Fake faces/fake_6765.png,fake
Fake faces/fake_5068.png,fake
Real faces/real_2974.png,real
Real faces/real_7369.png,real
Real faces/real_7974.png,real
Fake faces/fake_2184.png,fake
Real faces/real_2045.png,real
Real faces/real_4977.png,real
Real faces/real_7121.png,real
Fake faces/fake_6631.png,fake
Fake faces/fake_4546.png,fake
Real faces/real_2736.png,real
Fake faces/fake_2584.png,fake
Real faces/real_1208.png,real
Fake faces/fake_2060.png,fake
Real faces/real_8327.png,real
Real faces/real_6848.png,real
Fake faces/fake_5636.png,fake
Fake faces/fake_9418.png,fake
Fake faces/fake_9599.png,fake
Fake faces/fake_4505.png,fake
Fake faces/fake_6068.png,fake
Real faces/real_1090.png,real
Real faces/real_3120.png,real
Fake faces/fake_7766.png,fake
Fake faces/fake_9480.png,fake
Fake faces/fake_8544.png,fake
Real faces/real_1533.png,real
Real faces/real_8063.png,real
Real faces/real_1411.png,real
Real faces/real_9990.png,real
Real faces/real_7921.png,real
Real faces/real_3200.png,real
Fake faces/fake_8050.png,fake
Real faces/real_2614.png,real
Fake faces/fake_6719.png,fake
Fake faces/fake_3933.png,fake
Real faces/real_2546.png,real
Fake faces/fake_7594.png,fake
Real faces/real_9737.png,real
Fake faces/fake_3398.png,fake
Fake faces/fake_8545.png,fake
Real faces/real_2664.png,real
Fake faces/fake_5301.png,fake
Fake faces/fake_6206.png,fake
Fake faces/fake_9268.png,fake
Real faces/real_1457.png,real
Real faces/real_3588.png,real
Real faces/real_7702.png,real
Fake faces/fake_3354.png,fake
Real faces/real_5548.png,real
Fake faces/fake_721.png,fake
Real faces/real_6052.png,real
Fake faces/fake_9696.png,fake
Fake faces/fake_6617.png,fake
Fake faces/fake_7042.png,fake
Fake faces/fake_2284.png,fake
Fake faces/fake_9532.png,fake
Fake faces/fake_1778.png,fake
Real faces/real_2950.png,real
Real faces/real_7859.png,real
Real faces/real_1393.png,real
Fake faces/fake_6144.png,fake
Fake faces/fake_3931.png,fake
Fake faces/fake_7104.png,fake
Real faces/real_6847.png,real
Real faces/real_7077.png,real
Real faces/real_3014.png,real
Fake faces/fake_2382.png,fake
Fake faces/fake_3632.png,fake
Fake faces/fake_7277.png,fake
Fake faces/fake_1633.png,fake
Fake faces/fake_3181.png,fake
Real faces/real_5642.png,real
Fake faces/fake_6059.png,fake
Real faces/real_5112.png,real
Fake faces/fake_6119.png,fake
Real faces/real_1767.png,real
Real faces/real_7900.png,real
Fake faces/fake_2267.png,fake
Fake faces/fake_876.png,fake
Fake faces/fake_9624.png,fake
Fake faces/fake_9448.png,fake
Fake faces/fake_4491.png,fake
Fake faces/fake_4904.png,fake
Fake faces/fake_9579.png,fake
Fake faces/fake_2761.png,fake
Fake faces/fake_3368.png,fake
Fake faces/fake_436.png,fake
Real faces/real_9707.png,real
Real faces/real_5466.png,real
Fake faces/fake_2921.png,fake
Fake faces/fake_3180.png,fake
Fake faces/fake_518.png,fake
Fake faces/fake_2756.png,fake
Fake faces/fake_4303.png,fake
Fake faces/fake_2862.png,fake
Fake faces/fake_6108.png,fake
Real faces/real_4688.png,real
Real faces/real_3984.png,real
Fake faces/fake_394.png,fake
Real faces/real_1002.png,real
Real faces/real_1061.png,real
Real faces/real_8621.png,real
Fake faces/fake_5121.png,fake
Fake faces/fake_1034.png,fake
Fake faces/fake_6797.png,fake
Real faces/real_7139.png,real
Real faces/real_5170.png,real
Real faces/real_9693.png,real
Fake faces/fake_6796.png,fake
Fake faces/fake_8644.png,fake
Real faces/real_4671.png,real
Fake faces/fake_9786.png,fake
Real faces/real_4293.png,real
Real faces/real_4165.png,real
Fake faces/fake_4622.png,fake
Fake faces/fake_8830.png,fake
Fake faces/fake_9743.png,fake
Real faces/real_8929.png,real
Fake faces/fake_9429.png,fake
Real faces/real_2146.png,real
Real faces/real_5734.png,real
Fake faces/fake_897.png,fake
Real faces/real_2662.png,real
Fake faces/fake_5605.png,fake
Fake faces/fake_278.png,fake
Fake faces/fake_32.png,fake
Fake faces/fake_407.png,fake
Real faces/real_8360.png,real
Real faces/real_586.png,real
Fake faces/fake_9105.png,fake
Fake faces/fake_2001.png,fake
Real faces/real_3194.png,real
Fake faces/fake_2226.png,fake
Real faces/real_2953.png,real
Real faces/real_2266.png,real
Real faces/real_9444.png,real
Real faces/real_6178.png,real
Fake faces/fake_8304.png,fake
Fake faces/fake_8632.png,fake
Real faces/real_5532.png,real
Fake faces/fake_8343.png,fake
Real faces/real_4509.png,real
Real faces/real_9055.png,real
Fake faces/fake_552.png,fake
Real faces/real_4046.png,real
Fake faces/fake_6141.png,fake
Real faces/real_1280.png,real
Real faces/real_5217.png,real
Fake faces/fake_5759.png,fake
Real faces/real_4921.png,real
Real faces/real_9875.png,real
Real faces/real_8603.png,real
Fake faces/fake_9818.png,fake
Fake faces/fake_5214.png,fake
Fake faces/fake_6546.png,fake
Real faces/real_2638.png,real
Real faces/real_3545.png,real
Real faces/real_9666.png,real
Fake faces/fake_4357.png,fake
Fake faces/fake_4256.png,fake
Real faces/real_5168.png,real
Real faces/real_9498.png,real
Fake faces/fake_5100.png,fake
Real faces/real_6332.png,real
Fake faces/fake_8000.png,fake
Fake faces/fake_3612.png,fake
Fake faces/fake_1135.png,fake
Real faces/real_8875.png,real
Real faces/real_2442.png,real
Real faces/real_6074.png,real
Fake faces/fake_6238.png,fake
Real faces/real_8103.png,real
Fake faces/fake_5989.png,fake
Real faces/real_1570.png,real
Real faces/real_1398.png,real
Real faces/real_2281.png,real
Real faces/real_8651.png,real
Real faces/real_9246.png,real
Fake faces/fake_2306.png,fake
Real faces/real_2021.png,real
Fake faces/fake_1707.png,fake
Fake faces/fake_2132.png,fake
Real faces/real_3894.png,real
Fake faces/fake_1741.png,fake
Fake faces/fake_3072.png,fake
Fake faces/fake_633.png,fake
Real faces/real_4881.png,real
Real faces/real_9975.png,real
Real faces/real_2002.png,real
Fake faces/fake_1668.png,fake
Real faces/real_2556.png,real
Real faces/real_8814.png,real
Real faces/real_2305.png,real
Fake faces/fake_8266.png,fake
Fake faces/fake_6761.png,fake
Fake faces/fake_7549.png,fake
Fake faces/fake_1251.png,fake
Real faces/real_902.png,real
Fake faces/fake_3085.png,fake
Real faces/real_7132.png,real
Real faces/real_181.png,real
Real faces/real_1063.png,real
Real faces/real_7729.png,real
Fake faces/fake_5474.png,fake
Fake faces/fake_8287.png,fake
Real faces/real_4772.png,real
Real faces/real_1853.png,real
Fake faces/fake_6166.png,fake
Real faces/real_9630.png,real
Real faces/real_9687.png,real
Fake faces/fake_3659.png,fake
Real faces/real_8908.png,real
Real faces/real_5554.png,real
Fake faces/fake_6642.png,fake
Real faces/real_8287.png,real
Fake faces/fake_4028.png,fake
Fake faces/fake_2567.png,fake
Fake faces/fake_401.png,fake
Fake faces/fake_1182.png,fake
Real faces/real_1926.png,real
Real faces/real_7677.png,real
Fake faces/fake_3671.png,fake
Fake faces/fake_3582.png,fake
Fake faces/fake_8752.png,fake
Real faces/real_9185.png,real
Real faces/real_50.png,real
Fake faces/fake_2127.png,fake
Fake faces/fake_5013.png,fake
Real faces/real_2497.png,real
Fake faces/fake_7404.png,fake
Fake faces/fake_4854.png,fake
Real faces/real_9684.png,real
Real faces/real_6956.png,real
Fake faces/fake_8930.png,fake
Real faces/real_2458.png,real
Fake faces/fake_4755.png,fake
Fake faces/fake_935.png,fake
Real faces/real_8442.png,real
Fake faces/fake_9413.png,fake
Real faces/real_5376.png,real
Fake faces/fake_695.png,fake
Real faces/real_6757.png,real
Real faces/real_6215.png,real
Real faces/real_3931.png,real
Fake faces/fake_6953.png,fake
Fake faces/fake_8972.png,fake
Fake faces/fake_6112.png,fake
Real faces/real_9469.png,real
Real faces/real_7401.png,real
Real faces/real_8317.png,real
Fake faces/fake_7029.png,fake
Real faces/real_1097.png,real
Real faces/real_8359.png,real
Real faces/real_9696.png,real
Fake faces/fake_8869.png,fake
Real faces/real_3934.png,real
Real faces/real_4068.png,real
Fake faces/fake_8558.png,fake
Real faces/real_7275.png,real
Real faces/real_205.png,real
Real faces/real_9625.png,real
Fake faces/fake_9671.png,fake
Real faces/real_5446.png,real
Real faces/real_2086.png,real
Real faces/real_3668.png,real
Fake faces/fake_4201.png,fake
Fake faces/fake_8491.png,fake
Fake faces/fake_1247.png,fake
Fake faces/fake_299.png,fake
Real faces/real_6527.png,real
Fake faces/fake_1734.png,fake
Fake faces/fake_779.png,fake
Fake faces/fake_3970.png,fake
Real faces/real_4918.png,real
Real faces/real_8242.png,real
Fake faces/fake_9614.png,fake
Real faces/real_431.png,real
Real faces/real_2533.png,real
Real faces/real_2202.png,real
Real faces/real_1572.png,real
Real faces/real_8573.png,real
Fake faces/fake_9423.png,fake
Fake faces/fake_3447.png,fake
Real faces/real_5268.png,real
Real faces/real_1277.png,real
Real faces/real_6677.png,real
Fake faces/fake_3620.png,fake
Real faces/real_9526.png,real
Fake faces/fake_6630.png,fake
Fake faces/fake_1489.png,fake
Fake faces/fake_9430.png,fake
Fake faces/fake_1792.png,fake
Fake faces/fake_5293.png,fake
Fake faces/fake_6316.png,fake
Fake faces/fake_199.png,fake
Fake faces/fake_1462.png,fake
Real faces/real_7638.png,real
Real faces/real_4730.png,real
Fake faces/fake_650.png,fake
Real faces/real_1372.png,real
Real faces/real_884.png,real
Fake faces/fake_8150.png,fake
Real faces/real_1039.png,real
Fake faces/fake_5271.png,fake
Real faces/real_1470.png,real
Real faces/real_4504.png,real
Real faces/real_293.png,real
Real faces/real_2445.png,real
Fake faces/fake_7558.png,fake
Fake faces/fake_7503.png,fake
Fake faces/fake_7522.png,fake
Fake faces/fake_9791.png,fake
Real faces/real_9740.png,real
Fake faces/fake_3893.png,fake
Fake faces/fake_7198.png,fake
Fake faces/fake_3978.png,fake
Real faces/real_2095.png,real
Fake faces/fake_1257.png,fake
Real faces/real_6143.png,real
Real faces/real_7026.png,real
Real faces/real_3477.png,real
Real faces/real_5921.png,real
Real faces/real_1194.png,real
Real faces/real_2636.png,real
Real faces/real_1010.png,real
Fake faces/fake_9653.png,fake
Real faces/real_3652.png,real
Fake faces/fake_970.png,fake
Fake faces/fake_6781.png,fake
Real faces/real_3433.png,real
Real faces/real_6544.png,real
Fake faces/fake_8311.png,fake
Real faces/real_7930.png,real
Real faces/real_8773.png,real
Fake faces/fake_3811.png,fake
Real faces/real_5385.png,real
Real faces/real_6712.png,real
Fake faces/fake_9926.png,fake
Real faces/real_900.png,real
Fake faces/fake_6413.png,fake
Real faces/real_934.png,real
Real faces/real_6366.png,real
Fake faces/fake_6775.png,fake
Fake faces/fake_1580.png,fake
Fake faces/fake_8759.png,fake
Fake faces/fake_9373.png,fake
Real faces/real_5576.png,real
Fake faces/fake_1336.png,fake
Real faces/real_3302.png,real
Real faces/real_1343.png,real
Fake faces/fake_3897.png,fake
Real faces/real_359.png,real
Real faces/real_7918.png,real
Fake faces/fake_9908.png,fake
Fake faces/fake_1394.png,fake
Fake faces/fake_3968.png,fake
Real faces/real_959.png,real
Fake faces/fake_9277.png,fake
Real faces/real_1148.png,real
Real faces/real_2954.png,real
Real faces/real_5186.png,real
Real faces/real_2051.png,real
Fake faces/fake_272.png,fake
Real faces/real_2054.png,real
Fake faces/fake_8216.png,fake
Real faces/real_2501.png,real
Fake faces/fake_7457.png,fake
Real faces/real_9072.png,real
Real faces/real_9934.png,real
Fake faces/fake_6453.png,fake
Fake faces/fake_9220.png,fake
Real faces/real_2323.png,real
Real faces/real_222.png,real
Fake faces/fake_1308.png,fake
Fake faces/fake_1194.png,fake
Real faces/real_5859.png,real
Real faces/real_4338.png,real
Real faces/real_8489.png,real
Real faces/real_3156.png,real
Real faces/real_668.png,real
Fake faces/fake_4944.png,fake
Fake faces/fake_9644.png,fake
Fake faces/fake_6597.png,fake
Fake faces/fake_9679.png,fake
Fake faces/fake_5931.png,fake
Fake faces/fake_329.png,fake
Fake faces/fake_7066.png,fake
Fake faces/fake_241.png,fake
Fake faces/fake_5493.png,fake
Real faces/real_3608.png,real
Fake faces/fake_11.png,fake
Real faces/real_7811.png,real
Fake faces/fake_2511.png,fake
Fake faces/fake_7461.png,fake
Fake faces/fake_9201.png,fake
Real faces/real_3843.png,real
Fake faces/fake_5647.png,fake
Real faces/real_8147.png,real
Real faces/real_4691.png,real
Real faces/real_5297.png,real
Fake faces/fake_2387.png,fake
Fake faces/fake_4864.png,fake
Fake faces/fake_4749.png,fake
Real faces/real_7176.png,real
Fake faces/fake_4043.png,fake
Real faces/real_5763.png,real
Real faces/real_9144.png,real
Fake faces/fake_6460.png,fake
Fake faces/fake_6747.png,fake
Real faces/real_1056.png,real
Real faces/real_9722.png,real
Fake faces/fake_7166.png,fake
Real faces/real_6515.png,real
Real faces/real_2394.png,real
Real faces/real_459.png,real
Fake faces/fake_2820.png,fake
Fake faces/fake_9445.png,fake
Fake faces/fake_5185.png,fake
Real faces/real_9375.png,real
Fake faces/fake_1747.png,fake
Fake faces/fake_7663.png,fake
Fake faces/fake_7877.png,fake
Fake faces/fake_3058.png,fake
Real faces/real_5160.png,real
Real faces/real_9357.png,real
Real faces/real_4528.png,real
Real faces/real_2157.png,real
Fake faces/fake_7545.png,fake
Fake faces/fake_9286.png,fake
Real faces/real_9253.png,real
Real faces/real_6164.png,real
Real faces/real_3537.png,real
Fake faces/fake_7138.png,fake
Real faces/real_4339.png,real
Fake faces/fake_3162.png,fake
Real faces/real_5888.png,real
Fake faces/fake_6437.png,fake
Fake faces/fake_6724.png,fake
Real faces/real_2746.png,real
Real faces/real_6153.png,real
Fake faces/fake_4367.png,fake
Real faces/real_102.png,real
Real faces/real_5685.png,real
Real faces/real_1661.png,real
Fake faces/fake_5650.png,fake
Real faces/real_2684.png,real
Real faces/real_9412.png,real
Real faces/real_7341.png,real
Fake faces/fake_5525.png,fake
Fake faces/fake_722.png,fake
Fake faces/fake_8716.png,fake
Fake faces/fake_4154.png,fake
Real faces/real_1694.png,real
Real faces/real_9199.png,real
Real faces/real_1065.png,real
Real faces/real_7305.png,real
Fake faces/fake_7809.png,fake
Fake faces/fake_8731.png,fake
Fake faces/fake_3607.png,fake
Fake faces/fake_1519.png,fake
Fake faces/fake_4350.png,fake
Real faces/real_5250.png,real
Real faces/real_3479.png,real
Real faces/real_5749.png,real
Fake faces/fake_2740.png,fake
Real faces/real_720.png,real
Real faces/real_3965.png,real
Real faces/real_34.png,real
Fake faces/fake_8562.png,fake
Fake faces/fake_6175.png,fake
Real faces/real_2358.png,real
Fake faces/fake_8711.png,fake
Fake faces/fake_4159.png,fake
Real faces/real_8980.png,real
Real faces/real_2893.png,real
Real faces/real_2608.png,real
Real faces/real_6292.png,real
Real faces/real_937.png,real
Real faces/real_396.png,real
Fake faces/fake_5540.png,fake
Fake faces/fake_2233.png,fake
Fake faces/fake_2416.png,fake
Fake faces/fake_4136.png,fake
Fake faces/fake_7531.png,fake
Real faces/real_2134.png,real
Fake faces/fake_8651.png,fake
Fake faces/fake_4292.png,fake
Fake faces/fake_4364.png,fake
Real faces/real_7113.png,real
Fake faces/fake_4396.png,fake
Fake faces/fake_9780.png,fake
Fake faces/fake_1839.png,fake
Real faces/real_3119.png,real
Fake faces/fake_6720.png,fake
Real faces/real_5282.png,real
Real faces/real_1210.png,real
Real faces/real_4104.png,real
Fake faces/fake_2265.png,fake
Fake faces/fake_948.png,fake
Real faces/real_1085.png,real
Real faces/real_7888.png,real
Real faces/real_8950.png,real
Real faces/real_7591.png,real
Real faces/real_6383.png,real
Fake faces/fake_697.png,fake
Fake faces/fake_9279.png,fake
Fake faces/fake_7059.png,fake
Fake faces/fake_9384.png,fake
Fake faces/fake_9829.png,fake
Fake faces/fake_2595.png,fake
Fake faces/fake_9319.png,fake
Real faces/real_9209.png,real
Real faces/real_3379.png,real
Real faces/real_2635.png,real
Fake faces/fake_9479.png,fake
Real faces/real_1458.png,real
Real faces/real_7922.png,real
Real faces/real_1318.png,real
Real faces/real_1769.png,real
Fake faces/fake_6023.png,fake
Fake faces/fake_9569.png,fake
Fake faces/fake_8698.png,fake
Real faces/real_9004.png,real
Real faces/real_8474.png,real
Real faces/real_2583.png,real
Fake faces/fake_8827.png,fake
Real faces/real_3609.png,real
Real faces/real_3334.png,real
Fake faces/fake_3256.png,fake
Real faces/real_3562.png,real
Fake faces/fake_3316.png,fake
Real faces/real_1475.png,real
Real faces/real_130.png,real
Real faces/real_9161.png,real
Fake faces/fake_7711.png,fake
Real faces/real_5760.png,real
Fake faces/fake_4625.png,fake
Fake faces/fake_7110.png,fake
Fake faces/fake_4574.png,fake
Fake faces/fake_6164.png,fake
Real faces/real_2751.png,real
Real faces/real_5106.png,real
Real faces/real_9237.png,real
Real faces/real_6779.png,real
Real faces/real_7178.png,real
Real faces/real_1825.png,real
Fake faces/fake_4972.png,fake
Real faces/real_9315.png,real
Real faces/real_4010.png,real
Real faces/real_339.png,real
Fake faces/fake_6754.png,fake
Real faces/real_4417.png,real
Fake faces/fake_8320.png,fake
Fake faces/fake_4720.png,fake
Fake faces/fake_5244.png,fake
Fake faces/fake_5720.png,fake
Real faces/real_8138.png,real
Real faces/real_4128.png,real
Real faces/real_6741.png,real
Fake faces/fake_2668.png,fake
Fake faces/fake_4462.png,fake
Real faces/real_2216.png,real
Real faces/real_9000.png,real
Real faces/real_2995.png,real
Fake faces/fake_4120.png,fake
Fake faces/fake_7429.png,fake
Fake faces/fake_61.png,fake
Fake faces/fake_8114.png,fake
Real faces/real_6503.png,real
Fake faces/fake_202.png,fake
Fake faces/fake_7334.png,fake
Real faces/real_9451.png,real
Real faces/real_5083.png,real
Fake faces/fake_7314.png,fake
Real faces/real_8478.png,real
Fake faces/fake_4956.png,fake
Fake faces/fake_3231.png,fake
Real faces/real_9624.png,real
Real faces/real_655.png,real
Fake faces/fake_1963.png,fake
Fake faces/fake_4418.png,fake
Real faces/real_2589.png,real
Fake faces/fake_4402.png,fake
Real faces/real_5980.png,real
Real faces/real_7826.png,real
Real faces/real_3350.png,real
Fake faces/fake_8733.png,fake
Real faces/real_8416.png,real
Real faces/real_6087.png,real
Real faces/real_3223.png,real
Fake faces/fake_7883.png,fake
Fake faces/fake_7335.png,fake
Real faces/real_8365.png,real
Fake faces/fake_8078.png,fake
Real faces/real_3615.png,real
Fake faces/fake_2785.png,fake
Real faces/real_449.png,real
Fake faces/fake_5861.png,fake
Fake faces/fake_9044.png,fake
Fake faces/fake_8418.png,fake
Fake faces/fake_4618.png,fake
Real faces/real_6407.png,real
Real faces/real_8696.png,real
Fake faces/fake_474.png,fake
Fake faces/fake_8076.png,fake
Real faces/real_5815.png,real
Real faces/real_535.png,real
Real faces/real_9234.png,real
Fake faces/fake_5620.png,fake
Real faces/real_5426.png,real
Fake faces/fake_8020.png,fake
Real faces/real_2425.png,real
Real faces/real_1836.png,real
Fake faces/fake_9354.png,fake
Real faces/real_4742.png,real
Fake faces/fake_9463.png,fake
Real faces/real_7463.png,real
Fake faces/fake_2298.png,fake
Real faces/real_3463.png,real
Fake faces/fake_5634.png,fake
Real faces/real_2680.png,real
Fake faces/fake_9119.png,fake
Real faces/real_6373.png,real
Real faces/real_1890.png,real
Real faces/real_1038.png,real
Fake faces/fake_2604.png,fake
Fake faces/fake_7557.png,fake
Real faces/real_4073.png,real
Real faces/real_7442.png,real
Real faces/real_9999.png,real
Real faces/real_1870.png,real
Fake faces/fake_4196.png,fake
Real faces/real_5894.png,real
Real faces/real_3728.png,real
Real faces/real_8958.png,real
Real faces/real_7671.png,real
Real faces/real_5999.png,real
Real faces/real_5751.png,real
Real faces/real_1688.png,real
Real faces/real_6836.png,real
Real faces/real_6536.png,real
Real faces/real_4842.png,real
Fake faces/fake_4844.png,fake
Real faces/real_196.png,real
Real faces/real_518.png,real
Fake faces/fake_9581.png,fake
Fake faces/fake_6320.png,fake
Fake faces/fake_9790.png,fake
Fake faces/fake_3939.png,fake
Real faces/real_841.png,real
Real faces/real_9507.png,real
Fake faces/fake_9482.png,fake
Real faces/real_5174.png,real
Fake faces/fake_946.png,fake
Fake faces/fake_5469.png,fake
Real faces/real_7608.png,real
Fake faces/fake_8264.png,fake
Fake faces/fake_5020.png,fake
Fake faces/fake_1601.png,fake
Fake faces/fake_263.png,fake
Real faces/real_7097.png,real
Fake faces/fake_7596.png,fake
Real faces/real_454.png,real
Fake faces/fake_1086.png,fake
Fake faces/fake_1220.png,fake
Real faces/real_2862.png,real
Fake faces/fake_2392.png,fake
Real faces/real_3852.png,real
Fake faces/fake_5004.png,fake
Real faces/real_182.png,real
Fake faces/fake_4127.png,fake
Fake faces/fake_1772.png,fake
Fake faces/fake_6418.png,fake
Real faces/real_2522.png,real
Fake faces/fake_3260.png,fake
Real faces/real_4982.png,real
Fake faces/fake_3568.png,fake
Fake faces/fake_446.png,fake
Real faces/real_99.png,real
Fake faces/fake_8032.png,fake
Fake faces/fake_9484.png,fake
Fake faces/fake_4049.png,fake
Fake faces/fake_9928.png,fake
Fake faces/fake_1500.png,fake
Fake faces/fake_7008.png,fake
Fake faces/fake_1417.png,fake
Fake faces/fake_621.png,fake
Fake faces/fake_3481.png,fake
Real faces/real_9188.png,real
Fake faces/fake_4006.png,fake
Real faces/real_4741.png,real
Real faces/real_1707.png,real
Real faces/real_254.png,real
Fake faces/fake_6544.png,fake
Real faces/real_8441.png,real
Real faces/real_1302.png,real
Fake faces/fake_5441.png,fake
Fake faces/fake_4076.png,fake
Fake faces/fake_382.png,fake
Real faces/real_6918.png,real
Real faces/real_8454.png,real
Real faces/real_4625.png,real
Real faces/real_3930.png,real
Real faces/real_7180.png,real
Fake faces/fake_845.png,fake
Real faces/real_8825.png,real
Real faces/real_933.png,real
Real faces/real_259.png,real
Fake faces/fake_80.png,fake
Fake faces/fake_4874.png,fake
Real faces/real_9090.png,real
Real faces/real_2518.png,real
Fake faces/fake_853.png,fake
Real faces/real_1373.png,real
Fake faces/fake_878.png,fake
Real faces/real_4048.png,real
Real faces/real_6350.png,real
Real faces/real_8043.png,real
Fake faces/fake_5595.png,fake
Real faces/real_2009.png,real
Real faces/real_7806.png,real
Fake faces/fake_836.png,fake
Fake faces/fake_8341.png,fake
Real faces/real_3950.png,real
Real faces/real_9815.png,real
Fake faces/fake_3445.png,fake
Real faces/real_2912.png,real
Fake faces/fake_3191.png,fake
Real faces/real_2874.png,real
Real faces/real_8306.png,real
Real faces/real_1037.png,real
Real faces/real_2704.png,real
Real faces/real_8108.png,real
Real faces/real_8568.png,real
Real faces/real_9575.png,real
Fake faces/fake_6572.png,fake
Real faces/real_9349.png,real
Fake faces/fake_8844.png,fake
Fake faces/fake_5985.png,fake
Real faces/real_9655.png,real
Fake faces/fake_4554.png,fake
Fake faces/fake_4053.png,fake
Fake faces/fake_9611.png,fake
Fake faces/fake_6163.png,fake
Fake faces/fake_8859.png,fake
Fake faces/fake_6345.png,fake
Fake faces/fake_4506.png,fake
Real faces/real_1540.png,real
Fake faces/fake_4678.png,fake
Real faces/real_2697.png,real
Real faces/real_2286.png,real
Real faces/real_4788.png,real
Fake faces/fake_3030.png,fake
Fake faces/fake_1931.png,fake
Fake faces/fake_6692.png,fake
Fake faces/fake_2513.png,fake
Real faces/real_6808.png,real
Fake faces/fake_28.png,fake
Real faces/real_8710.png,real
Fake faces/fake_6904.png,fake
Fake faces/fake_515.png,fake
Fake faces/fake_8832.png,fake
Fake faces/fake_4280.png,fake
Fake faces/fake_9346.png,fake
Real faces/real_5163.png,real
Real faces/real_1333.png,real
Real faces/real_5716.png,real
Fake faces/fake_5169.png,fake
Fake faces/fake_9008.png,fake
Fake faces/fake_4194.png,fake
Real faces/real_1984.png,real
Real faces/real_4731.png,real
Real faces/real_2435.png,real
Real faces/real_9483.png,real
Fake faces/fake_9256.png,fake
Fake faces/fake_349.png,fake
Fake faces/fake_7846.png,fake
Real faces/real_7801.png,real
Real faces/real_3920.png,real
Fake faces/fake_5059.png,fake
Real faces/real_9605.png,real
Real faces/real_5363.png,real
Real faces/real_7562.png,real
Real faces/real_9877.png,real
Fake faces/fake_141.png,fake
Real faces/real_2813.png,real
Real faces/real_7497.png,real
Real faces/real_536.png,real
Fake faces/fake_2951.png,fake
Real faces/real_1139.png,real
Real faces/real_4116.png,real
Real faces/real_6095.png,real
Fake faces/fake_3116.png,fake
Fake faces/fake_2873.png,fake
Real faces/real_617.png,real
Real faces/real_1310.png,real
Fake faces/fake_4104.png,fake
Fake faces/fake_2023.png,fake
Real faces/real_3251.png,real
Real faces/real_3547.png,real
Fake faces/fake_1641.png,fake
Fake faces/fake_8758.png,fake
Real faces/real_6627.png,real
Fake faces/fake_4466.png,fake
Real faces/real_5000.png,real
Real faces/real_7716.png,real
Real faces/real_7719.png,real
Real faces/real_7800.png,real
Fake faces/fake_9104.png,fake
Fake faces/fake_1339.png,fake
Real faces/real_1121.png,real
Real faces/real_2656.png,real
Real faces/real_3478.png,real
Real faces/real_8673.png,real
Fake faces/fake_2126.png,fake
Fake faces/fake_3527.png,fake
Real faces/real_7033.png,real
Fake faces/fake_8467.png,fake
Fake faces/fake_987.png,fake
Real faces/real_3526.png,real
Real faces/real_1835.png,real
Real faces/real_8345.png,real
Fake faces/fake_3464.png,fake
Real faces/real_9671.png,real
Real faces/real_1042.png,real
Real faces/real_9317.png,real
Fake faces/fake_4702.png,fake
Real faces/real_982.png,real
Real faces/real_9545.png,real
Real faces/real_4404.png,real
Fake faces/fake_1465.png,fake
Fake faces/fake_1854.png,fake
Fake faces/fake_8800.png,fake
Fake faces/fake_163.png,fake
Real faces/real_377.png,real
Real faces/real_357.png,real
Fake faces/fake_7622.png,fake
Fake faces/fake_742.png,fake
Fake faces/fake_6295.png,fake
Real faces/real_7912.png,real
Fake faces/fake_6214.png,fake
Real faces/real_9871.png,real
Fake faces/fake_2961.png,fake
Fake faces/fake_3621.png,fake
Real faces/real_2234.png,real
Fake faces/fake_187.png,fake
Fake faces/fake_5464.png,fake
Fake faces/fake_7222.png,fake
Fake faces/fake_899.png,fake
Fake faces/fake_4731.png,fake
Real faces/real_8614.png,real
